T	Rxx_Sept 2024_#2 by Chris
128.5158	0.6495758
128.5346	0.6496066
128.5484	0.6496328
128.5676	0.6496328
128.5812	0.6496634
128.5943	0.6496634
128.6158	0.6497008
128.631	0.6497008
128.6445	0.6497484
128.6635	0.6497484
128.6773	0.649767
128.6964	0.649767
128.7173	0.6498082
128.7308	0.6498082
128.7505	0.6498164
128.7641	0.6498164
128.7836	0.6498668
128.7971	0.6498827
128.8187	0.6498827
128.8391	0.6499345
128.8508	0.6499345
128.8648	0.6499435
128.8853	0.6499435
128.899	0.6499839
128.916	0.6499839
128.9328	0.6500092
128.955	0.6500092
128.9688	0.6500561
128.9816	0.6500561
129.0025	0.6500774
129.0168	0.6500774
129.0356	0.6501366
129.0498	0.6501783
129.0698	0.6501783
129.0758	0.6502001
129.0978	0.6502001
129.1125	0.6502432
129.1306	0.6502432
129.1467	0.6502438
129.1653	0.6502438
129.1843	0.6502869
129.1986	0.6502869
129.219	0.6503253
129.2307	0.6503253
129.2521	0.6503611
129.2654	0.6503853
129.2854	0.6503853
129.298	0.6504353
129.3191	0.6504353
129.3317	0.6504543
129.3487	0.6504543
129.3655	0.65049
129.3852	0.65049
129.3985	0.6505201
129.418	0.6505201
129.4286	0.6505509
129.4523	0.6505904
129.4651	0.6505904
129.4853	0.6506202
129.497	0.6506202
129.5188	0.6506392
129.5322	0.6506392
129.5528	0.6506919
129.5645	0.6506919
129.5829	0.6507263
129.5974	0.6507263
129.6201	0.6507694
129.6252	0.6507694
129.6453	0.6508176
129.6662	0.6508176
129.6796	0.6508408
129.7009	0.6508408
129.7135	0.6508493
129.7335	0.6508951
129.7556	0.6508951
129.7673	0.650939
129.779	0.650939
129.7999	0.6509439
129.8199	0.6509439
129.8343	0.6509897
129.8488	0.6509897
129.8665	0.6510249
129.8823	0.6510249
129.9021	0.6510724
129.9168	0.6510925
129.9306	0.6510925
129.9508	0.6511438
129.9632	0.6511438
129.9827	0.65117
129.9967	0.65117
130.0178	0.6511886
130.0348	0.6511886
130.0511	0.6512169
130.0638	0.6512169
130.0831	0.6512527
130.0984	0.6512527
130.112	0.6512963
130.1327	0.6512963
130.1527	0.651305
130.1651	0.651305
130.1871	0.6513604
130.2055	0.6513667
130.2174	0.6513667
130.233	0.6514054
130.2514	0.6514054
130.2634	0.6514599
130.2873	0.6514599
130.2994	0.6514913
130.3134	0.6514913
130.3346	0.6514905
130.3493	0.6514905
130.3683	0.651527
130.3874	0.6515628
130.4007	0.6515628
130.4226	0.6515977
130.4359	0.6515977
130.446	0.651659
130.4653	0.651659
130.4795	0.6516768
130.5014	0.6516768
130.5161	0.6516868
130.5344	0.6516868
130.5526	0.6517349
130.5671	0.6517349
130.5799	0.6517643
130.6015	0.6517643
130.6192	0.6518039
130.6351	0.6518129
130.6507	0.6518129
130.6684	0.6518707
130.6835	0.6518707
130.7022	0.6519064
130.7178	0.6519064
130.7368	0.6519138
130.7525	0.6519138
130.7697	0.6519864
130.7835	0.6519864
130.7975	0.6519869
130.817	0.6519869
130.8382	0.6520251
130.8501	0.6520649
130.8726	0.6520649
130.8841	0.6520769
130.9053	0.6520769
130.9172	0.6521034
130.9377	0.6521034
130.9492	0.6521274
130.9703	0.6521274
130.982	0.6521667
130.9974	0.6521667
131.0158	0.6521942
131.0365	0.6521942
131.0519	0.6522545
131.071	0.6522545
131.0841	0.6522798
131.1045	0.6523095
131.119	0.6523095
131.1316	0.6523543
131.1519	0.6523543
131.1647	0.6523927
131.1859	0.6523927
131.2068	0.6523895
131.219	0.6523895
131.2318	0.6524336
131.2525	0.6524336
131.2665	0.6524689
131.2863	0.6524689
131.3008	0.6524953
131.3127	0.6524953
131.3339	0.6525425
131.3488	0.6525588
131.3667	0.6525588
131.3812	0.6525809
131.4024	0.6525809
131.4157	0.6526213
131.4327	0.6526213
131.4483	0.6526679
131.4693	0.6526679
131.4826	0.6526936
131.5042	0.6526936
131.5219	0.6527358
131.5348	0.6527358
131.5548	0.6527683
131.5676	0.6528122
131.5815	0.6528122
131.601	0.6528392
131.621	0.6528392
131.6339	0.6528796
131.6455	0.6528796
131.6625	0.6529183
131.6844	0.6529183
131.6982	0.6529409
131.7152	0.6529409
131.7379	0.6529674
131.7508	0.6529674
131.7719	0.6529756
131.7841	0.6529756
131.8025	0.6530089
131.8175	0.6530089
131.8384	0.6530746
131.8515	0.653118
131.8694	0.653118
131.8848	0.6531138
131.9064	0.6531138
131.9175	0.6531728
131.937	0.6531728
131.951	0.653202
131.9715	0.653202
131.9846	0.6532227
132	0.6532227
132.0179	0.6532625
132.0372	0.6533031
132.0511	0.6533031
132.0658	0.6533225
132.0849	0.6533225
132.0982	0.6533621
132.1187	0.6533621
132.1405	0.653389
132.1538	0.653389
132.1663	0.6534431
132.1874	0.6534431
132.1991	0.6534436
132.2205	0.6534436
132.2325	0.6534886
132.2523	0.6534886
132.266	0.6535124
132.2854	0.6535565
132.2992	0.6535565
132.3189	0.6535761
132.3337	0.6535761
132.347	0.6536233
132.3682	0.6536233
132.3886	0.6536435
132.4031	0.6536435
132.4227	0.6537017
132.4353	0.6537017
132.4462	0.6537349
132.4697	0.6537349
132.4885	0.6537423
132.5016	0.6538045
132.5212	0.6538045
132.5336	0.6538187
132.5488	0.6538187
132.5679	0.6538547
132.581	0.6538547
132.5964	0.653892
132.6176	0.653892
132.63	0.6539125
132.6519	0.6539125
132.6678	0.6539452
132.6871	0.6539452
132.7074	0.6539943
132.7191	0.6540158
132.735	0.6540158
132.7532	0.6540483
132.7672	0.6540483
132.7868	0.6540821
132.8063	0.6540821
132.8211	0.6541162
132.8337	0.6541162
132.8537	0.6541358
132.8671	0.6541358
132.8846	0.6541743
132.8996	0.6541743
132.9207	0.6542185
132.9322	0.6542185
132.9536	0.6542417
132.9672	0.6542417
132.9879	0.6542761
133.0013	0.6543003
133.0181	0.6543003
133.0331	0.6543469
133.0512	0.6543469
133.0662	0.6543587
133.0858	0.6543587
133.1003	0.6543772
133.1208	0.6543772
133.1334	0.6544212
133.1509	0.6544212
133.1666	0.6544479
133.1861	0.6544479
133.2006	0.654497
133.2211	0.6545226
133.2317	0.6545226
133.2536	0.6545581
133.2681	0.6545581
133.2874	0.6545832
133.3015	0.6545832
133.3203	0.6546385
133.336	0.6546385
133.348	0.654659
133.3687	0.654659
133.3821	0.6547105
133.4014	0.6547105
133.4141	0.6547285
133.4355	0.6547675
133.4474	0.6547675
133.4684	0.6547828
133.4882	0.6547828
133.5027	0.6548111
133.52	0.6548111
133.5366	0.6548589
133.5564	0.6548589
133.5681	0.6548859
133.5812	0.6548859
133.6031	0.6549014
133.6201	0.6549014
133.6381	0.6549554
133.6521	0.6549554
133.6666	0.6549721
133.6885	0.6550127
133.7099	0.6550127
133.715	0.6550512
133.7366	0.6550512
133.7502	0.6550823
133.7691	0.6550823
133.7847	0.6551052
133.8016	0.6551052
133.8216	0.6551425
133.8359	0.6551425
133.8481	0.6551723
133.869	0.6551723
133.8817	0.6552026
133.9017	0.6552358
133.9146	0.6552358
133.9372	0.6552822
133.9492	0.6552822
133.9697	0.6553253
133.9913	0.6553253
134.0005	0.6553258
134.0167	0.6553258
134.0356	0.655367
134.0554	0.655367
134.0685	0.6554126
134.089	0.6554126
134.1033	0.6554447
134.1155	0.6554447
134.1371	0.6554649
134.1491	0.6555048
134.1705	0.6555048
134.1839	0.6555569
134.2026	0.6555569
134.2238	0.6555672
134.2367	0.6555672
134.2475	0.655619
134.2687	0.655619
134.2894	0.6556501
134.3058	0.6556501
134.3148	0.6556711
134.3353	0.6556711
134.3583	0.6557074
134.3694	0.6557279
134.3837	0.6557279
134.4035	0.6557699
134.4221	0.6557699
134.4359	0.6558078
134.4507	0.6558078
134.4698	0.6558506
134.4825	0.6558506
134.5034	0.6558618
134.5163	0.6558618
134.5375	0.6558814
134.55	0.6558814
134.5698	0.6559354
134.5832	0.6559354
134.6034	0.6559578
134.6191	0.6559578
134.6394	0.6559854
134.6511	0.6560325
134.6643	0.6560325
134.6899	0.6560696
134.7033	0.6560696
134.7243	0.6560958
134.7367	0.6560958
134.7586	0.6561285
134.7717	0.6561285
134.7895	0.6561432
134.804	0.6561432
134.8224	0.6561907
134.8363	0.6562172
134.8572	0.6562172
134.8692	0.6562439
134.8819	0.6562439
134.901	0.6562799
134.9218	0.6562799
134.9365	0.6563033
134.9556	0.6563033
134.9669	0.6563503
134.9828	0.6563503
135.0017	0.6563699
135.0234	0.6563699
135.0361	0.6563985
135.0573	0.6564258
135.07	0.6564258
135.0898	0.6564733
135.1022	0.6564733
135.1207	0.6565081
135.1382	0.6565081
135.1483	0.6565322
135.1686	0.6565322
135.1891	0.6565622
135.2027	0.6565622
135.223	0.6566102
135.2368	0.6566102
135.2514	0.6566227
135.2684	0.6566227
135.2908	0.6566574
135.3025	0.6566947
135.3244	0.6566947
135.3357	0.6567242
135.3583	0.6567242
135.3701	0.6567447
135.3922	0.6567447
135.4063	0.6567779
135.4166	0.6567779
135.4385	0.6568099
135.4494	0.6568099
135.4697	0.6568431
135.4899	0.6568431
135.5047	0.6568897
135.5215	0.6569159
135.5367	0.6569159
135.5513	0.6569347
135.5695	0.6569347
135.5824	0.6569855
135.6027	0.6569855
135.6168	0.6570176
135.6324	0.6570176
135.6518	0.6570545
135.6728	0.6570545
135.6889	0.6570763
135.7013	0.6570763
135.7242	0.657142
135.7366	0.657142
135.7576	0.6571715
135.7691	0.6571715
135.7845	0.6572026
135.8025	0.6572239
135.8171	0.6572239
135.8364	0.6572427
135.8496	0.6572427
135.8743	0.6572857
135.8865	0.6572857
135.9052	0.6573196
135.9204	0.6573196
135.9393	0.6573373
135.9531	0.6573373
135.9729	0.657352
135.9863	0.657352
136.0052	0.6574066
136.0193	0.6574287
136.0371	0.6574287
136.0518	0.6574715
136.0749	0.6574715
136.0866	0.6575122
136.1081	0.6575122
136.1194	0.6575263
136.1388	0.6575263
136.1528	0.6575634
136.1741	0.6575634
136.1863	0.6576188
136.207	0.6576188
136.2209	0.6576291
136.2414	0.6576625
136.2538	0.6576625
136.2741	0.6577134
136.2864	0.6577134
136.3071	0.6577429
136.3212	0.6577429
136.3399	0.6577707
136.3528	0.6577707
136.3662	0.6577904
136.3862	0.6577904
136.4059	0.6578264
136.4186	0.6578264
136.4398	0.6578364
136.4515	0.6578364
136.4739	0.6578883
136.4871	0.6579153
136.5071	0.6579153
136.5189	0.6579458
136.5406	0.6579458
136.5512	0.6579884
136.5745	0.6579884
136.5858	0.6580042
136.5999	0.6580042
136.6199	0.6580415
136.6331	0.6580415
136.6552	0.6580931
136.6654	0.6580931
136.6799	0.6580991
136.6981	0.6581313
136.718	0.6581313
136.732	0.6581774
136.7503	0.6581774
136.7692	0.6582003
136.7828	0.6582003
136.8026	0.6582554
136.8181	0.6582554
136.8386	0.6582971
136.852	0.6582971
136.8705	0.6583179
136.8878	0.6583179
136.9102	0.6583449
136.9212	0.6583449
136.9441	0.658362
136.9549	0.6583991
136.9759	0.6583991
136.9875	0.6584395
137.0078	0.6584395
137.0214	0.6584575
137.0435	0.6584575
137.0558	0.6584896
137.0765	0.6584896
137.0874	0.6585107
137.1063	0.6585107
137.1213	0.6585554
137.1416	0.6585554
137.1534	0.6586015
137.1753	0.6586291
137.1884	0.6586291
137.2074	0.658662
137.2205	0.658662
137.2383	0.6587033
137.2519	0.6587033
137.2717	0.6587256
137.2867	0.6587256
137.307	0.6587468
137.3202	0.6587468
137.3403	0.6587853
137.3534	0.6587853
137.3749	0.6588252
137.3874	0.6588252
137.4081	0.6588429
137.4217	0.6588429
137.4393	0.658865
137.4536	0.6589056
137.4693	0.6589056
137.4887	0.6589408
137.5048	0.6589408
137.5235	0.6589814
137.5358	0.6589814
137.557	0.6590338
137.5715	0.6590338
137.5835	0.6590403
137.605	0.6590403
137.6242	0.6590927
137.6371	0.6590927
137.6556	0.6591001
137.6722	0.6591385
137.6904	0.6591385
137.7061	0.6591874
137.7209	0.6591874
137.7377	0.6592078
137.753	0.6592078
137.7719	0.6592446
137.7846	0.6592446
137.8051	0.6592662
137.8208	0.6592662
137.8395	0.6592923
137.8513	0.6592923
137.8712	0.6593235
137.8887	0.6593693
137.9005	0.6593693
137.921	0.6593873
137.9404	0.6593873
137.9534	0.6594484
137.9737	0.6594484
137.9891	0.6594751
138.0025	0.6594751
138.0212	0.6595237
138.0408	0.6595237
138.0533	0.6595334
138.0734	0.6595334
138.0884	0.6595739
138.1076	0.6596194
138.1216	0.6596194
138.1415	0.659633
138.1549	0.659633
138.1741	0.6596633
138.1872	0.6596633
138.2085	0.6597105
138.2214	0.6597105
138.2413	0.6597356
138.2556	0.6597356
138.2731	0.6597814
138.2879	0.6597814
138.3068	0.6598076
138.3191	0.6598076
138.3348	0.6598373
138.3565	0.6598918
138.368	0.6598918
138.3876	0.6599104
138.4013	0.6599104
138.4193	0.6599131
138.4334	0.6599131
138.4546	0.6599636
138.4747	0.6599636
138.4839	0.659987
138.5031	0.659987
138.5174	0.6600225
138.5352	0.6600225
138.556	0.6600509
138.5694	0.6601011
138.5853	0.6601011
138.6047	0.6601234
138.6184	0.6601234
138.6378	0.6601599
138.6583	0.6601599
138.6703	0.660202
138.689	0.660202
138.6976	0.6602344
138.7219	0.6602344
138.7406	0.6602634
138.7542	0.6602634
138.7734	0.6602982
138.7944	0.6603195
138.8076	0.6603195
138.8198	0.6603498
138.841	0.6603498
138.8524	0.6603675
138.8743	0.6603675
138.8852	0.6604174
138.9083	0.6604174
138.9212	0.6604311
138.9406	0.6604311
138.9533	0.6604834
138.9734	0.6604834
138.9863	0.66052
139.006	0.6605445
139.0196	0.6605445
139.0402	0.6605726
139.054	0.6605726
139.067	0.6606075
139.0887	0.6606075
139.1088	0.6606293
139.1206	0.6606293
139.1402	0.6606678
139.155	0.6606678
139.1732	0.6606923
139.1885	0.6606923
139.207	0.6607199
139.2254	0.6607199
139.2391	0.6607515
139.2594	0.6607515
139.2733	0.6607946
139.2917	0.6608282
139.3038	0.6608282
139.325	0.6608394
139.3382	0.6608394
139.3581	0.6608822
139.3724	0.6608822
139.39	0.6609282
139.405	0.6609282
139.4167	0.6609531
139.438	0.6609531
139.4574	0.6609815
139.4694	0.6609815
139.4824	0.6610014
139.5078	0.6610014
139.5263	0.6610461
139.5388	0.6610805
139.5593	0.6610805
139.5755	0.6610889
139.5868	0.6610889
139.6067	0.6611435
139.6192	0.6611435
139.6404	0.6611705
139.652	0.6611705
139.6737	0.6612256
139.6936	0.6612256
139.7072	0.6612371
139.7212	0.6612807
139.733	0.6612807
139.7547	0.6613003
139.7753	0.6613003
139.7894	0.66133
139.8086	0.66133
139.8241	0.6613731
139.8437	0.6613731
139.8557	0.6613947
139.8752	0.6613947
139.8876	0.6614326
139.907	0.6614326
139.9225	0.6614531
139.942	0.6614531
139.956	0.6614855
139.9741	0.6615381
139.9879	0.6615381
140.0104	0.661558
140.021	0.661558
140.0436	0.66159
140.0561	0.66159
140.0751	0.6616197
140.0903	0.6616197
140.1102	0.661641
140.1222	0.661641
140.1414	0.6616917
140.156	0.6616917
140.1765	0.6617138
140.1881	0.6617138
140.2087	0.6617468
140.2212	0.6617942
140.2376	0.6617942
140.2572	0.6618193
140.2711	0.6618193
140.285	0.6618505
140.3051	0.6618505
140.324	0.6618807
140.3379	0.6618807
140.3589	0.6619066
140.3723	0.6619066
140.3887	0.6619355
140.4033	0.6619355
140.4248	0.661971
140.4442	0.6620048
140.4583	0.6620048
140.4713	0.6620272
140.4912	0.6620272
140.5062	0.6620733
140.5258	0.6620733
140.5413	0.6621079
140.5614	0.6621079
140.5735	0.6621338
140.5948	0.6621338
140.6086	0.662151
140.6204	0.662151
140.6415	0.6622061
140.6537	0.6622061
140.6738	0.6622276
140.6879	0.6622407
140.7062	0.6622407
140.7154	0.6623051
140.7444	0.6623051
140.7574	0.6623149
140.778	0.6623149
140.7909	0.6623509
140.811	0.6623509
140.823	0.6623777
140.836	0.6623777
140.8557	0.6624178
140.8758	0.6624178
140.8896	0.6624584
140.9068	0.6624772
140.9222	0.6624772
140.9403	0.6624947
140.956	0.6624947
140.9757	0.66254
140.9868	0.66254
141.0108	0.6625694
141.0226	0.6625694
141.0376	0.6626236
141.0513	0.6626236
141.0726	0.6626229
141.0925	0.6626229
141.1061	0.6626375
141.1255	0.6627058
141.1375	0.6627058
141.1584	0.6627292
141.172	0.6627292
141.1917	0.662757
141.2067	0.662757
141.2257	0.6628094
141.2395	0.6628094
141.2555	0.6628315
141.2742	0.6628315
141.2874	0.6628544
141.3089	0.6628544
141.3228	0.6628877
141.3409	0.6628877
141.3529	0.6629343
141.373	0.6629733
141.3959	0.6629733
141.4079	0.6630058
141.4207	0.6630058
141.4401	0.6630284
141.4549	0.6630284
141.4732	0.6630573
141.4956	0.6630573
141.5074	0.6630822
141.5287	0.6630822
141.5414	0.6631176
141.5539	0.6631176
141.5742	0.663156
141.5874	0.663156
141.6078	0.6631773
141.6187	0.6632084
141.6409	0.6632084
141.6594	0.6632387
141.6737	0.6632387
141.6941	0.663275
141.7073	0.663275
141.7205	0.66329
141.7358	0.66329
141.754	0.6633325
141.7691	0.6633325
141.7876	0.6633582
141.8084	0.6633582
141.8197	0.6633871
141.8353	0.6633871
141.8568	0.6634348
141.8746	0.6634386
141.8908	0.6634386
141.9102	0.6634798
141.9259	0.6634798
141.9435	0.6635172
141.9583	0.6635172
141.9713	0.6635545
141.9893	0.6635545
142.0127	0.6635928
142.0236	0.6635928
142.0377	0.6636246
142.0611	0.6636246
142.0736	0.6636527
142.0946	0.6636828
142.1066	0.6636828
142.1263	0.6637384
142.1402	0.6637384
142.1582	0.6637463
142.1726	0.6637463
142.1913	0.6637815
142.2126	0.6637815
142.2247	0.6637937
142.2404	0.6637937
142.2554	0.6638385
142.2742	0.6638385
142.2876	0.6638775
142.3075	0.663911
142.3286	0.663911
142.3408	0.6639424
142.3589	0.6639424
142.3725	0.6639805
142.3927	0.6639805
142.4084	0.6640035
142.4214	0.6640035
142.4403	0.6640188
142.4605	0.6640188
142.4741	0.6640605
142.4878	0.6640605
142.51	0.6641052
142.5218	0.6641052
142.5422	0.664147
142.5588	0.6641663
142.5753	0.6641663
142.5968	0.6641887
142.6065	0.6641887
142.6294	0.6642383
142.6415	0.6642383
142.6574	0.6642795
142.6695	0.6642795
142.6896	0.6642869
142.7033	0.6642869
142.7243	0.6643078
142.7398	0.6643078
142.7537	0.6643572
142.7826	0.6643878
142.7937	0.6643878
142.806	0.6644379
142.8268	0.6644379
142.8398	0.6644513
142.8588	0.6644513
142.8736	0.664498
142.8921	0.664498
142.9127	0.6645239
142.9243	0.6645239
142.9396	0.6645577
142.9576	0.6645577
142.9697	0.6646032
142.9912	0.6646032
143.0058	0.6646231
143.0248	0.6646553
143.0375	0.6646553
143.0526	0.6646793
143.0722	0.6646793
143.0945	0.6647036
143.1074	0.6647036
143.1271	0.6647238
143.1391	0.6647238
143.1613	0.6647538
143.1743	0.6647538
143.1929	0.6647988
143.2079	0.6647988
143.2306	0.6648427
143.2426	0.6648427
143.2618	0.6648545
143.276	0.6648828
143.2943	0.6648828
143.3109	0.6649188
143.3285	0.6649188
143.3417	0.6649657
143.3619	0.6649657
143.3751	0.6649848
143.3936	0.6649848
143.407	0.6650274
143.4299	0.6650274
143.4415	0.6650683
143.4559	0.6650683
143.4756	0.6651179
143.4904	0.6651198
143.5089	0.6651198
143.5216	0.6651627
143.5427	0.6651627
143.5541	0.6651776
143.5768	0.6651776
143.5948	0.6652128
143.6075	0.6652128
143.6282	0.6652398
143.6414	0.6652398
143.6569	0.6652742
143.6784	0.6652742
143.6914	0.6653116
143.7097	0.6653582
143.724	0.6653582
143.7382	0.6653789
143.7603	0.6653789
143.7729	0.6653871
143.7854	0.6653871
143.808	0.6654329
143.8192	0.6654329
143.8389	0.6654542
143.8611	0.6654542
143.8734	0.6655027
143.8931	0.6655027
143.9058	0.6655248
143.9259	0.6655248
143.9398	0.6655603
143.9588	0.6655944
143.973	0.6655944
143.9927	0.6656184
144.0068	0.6656184
144.0244	0.665674
144.0369	0.665674
144.0508	0.6656702
144.0723	0.6656702
144.0895	0.6657199
144.1071	0.6657199
144.1284	0.6657567
144.1418	0.6657567
144.1611	0.6657891
144.1749	0.6657891
144.1905	0.6658052
144.2085	0.6658254
144.2217	0.6658254
144.2421	0.6658895
144.2558	0.6658895
144.2757	0.6659089
144.2943	0.6659089
144.3095	0.6659504
144.3295	0.6659504
144.3401	0.6659757
144.3614	0.6659757
144.3732	0.6660141
144.3959	0.6660499
144.408	0.6660499
144.4291	0.666072
144.4432	0.666072
144.4615	0.6661214
144.4745	0.6661214
144.4949	0.6661216
144.5088	0.6661216
144.5287	0.6661808
144.5419	0.6661808
144.5618	0.6661928
144.5748	0.6661928
144.5894	0.6662455
144.6084	0.6662455
144.6283	0.6662796
144.6425	0.6662796
144.6577	0.6663043
144.6719	0.6663485
144.6944	0.6663485
144.7069	0.666354
144.7261	0.666354
144.7462	0.6663944
144.7552	0.6663944
144.7749	0.6664298
144.7943	0.6664298
144.8094	0.6664647
144.8212	0.6664647
144.8409	0.6665018
144.8629	0.6665318
144.8752	0.6665318
144.8951	0.6665689
144.9088	0.6665689
144.9276	0.6665894
144.9412	0.6665894
144.9563	0.6666153
144.9748	0.6666153
144.9876	0.6666399
145.0087	0.6666399
145.0205	0.666675
145.0413	0.666675
145.0611	0.6667083
145.0752	0.6667402
145.0886	0.6667402
145.1074	0.6667645
145.1211	0.6667645
145.1412	0.6668185
145.1609	0.6668185
145.1755	0.6668561
145.1887	0.6668561
145.2091	0.6668714
145.2214	0.6668714
145.2425	0.6669039
145.2617	0.6669039
145.2745	0.6669322
145.2954	0.6669322
145.31	0.6669625
145.3232	0.6669625
145.3422	0.6670138
145.3637	0.6670451
145.3746	0.6670451
145.3962	0.6670634
145.4085	0.6670634
145.4226	0.6671
145.4423	0.6671
145.4622	0.6671289
145.475	0.6671289
145.4958	0.6671586
145.5086	0.6671586
145.5227	0.6672128
145.5417	0.6672128
145.5547	0.6672314
145.5768	0.6672671
145.5969	0.6672671
145.609	0.6672723
145.6287	0.6672723
145.6433	0.6673059
145.6584	0.6673059
145.6746	0.6673517
145.6933	0.6673517
145.707	0.6673558
145.7267	0.6673558
145.7474	0.6674245
145.7541	0.6674245
145.7759	0.6674496
145.7875	0.6674496
145.8095	0.6674714
145.8223	0.6675061
145.8434	0.6675061
145.8617	0.6675328
145.8751	0.6675328
145.8958	0.6675863
145.9097	0.6675863
145.9296	0.667628
145.943	0.667628
145.9551	0.6676209
145.9771	0.6676209
145.9952	0.6676722
146.0101	0.6676722
146.0277	0.6676997
146.0423	0.6677516
146.0592	0.6677516
146.0759	0.6677777
146.0961	0.6677777
146.1098	0.667796
146.1292	0.667796
146.1427	0.6678309
146.1622	0.6678309
146.1768	0.6678612
146.1949	0.6678612
146.2102	0.6679002
146.2287	0.6679002
146.241	0.6679179
146.2633	0.6679419
146.2763	0.6679419
146.2958	0.6679501
146.3093	0.6679501
146.3295	0.6680063
146.3446	0.6680063
146.3569	0.6680352
146.3764	0.6680352
146.3906	0.6680527
146.4131	0.6680527
146.4314	0.6681187
146.4458	0.6681187
146.4579	0.6681309
146.4777	0.6681309
146.4921	0.6681702
146.5058	0.6681702
146.5255	0.6682135
146.5462	0.6682206
146.5596	0.6682206
146.5764	0.6682507
146.591	0.6682507
146.6119	0.6682938
146.6263	0.6682938
146.6437	0.6683145
146.6568	0.6683145
146.6753	0.6683456
146.6942	0.6683456
146.7069	0.6684077
146.7255	0.6684326
146.7401	0.6684326
146.7604	0.6684773
146.773	0.6684773
146.7895	0.6684852
146.8093	0.6684852
146.829	0.6685444
146.8432	0.6685444
146.8613	0.6685392
146.8755	0.6685392
146.8964	0.6685711
146.9092	0.6685711
146.9303	0.6686142
146.9445	0.6686142
146.9642	0.668641
146.977	0.6686688
146.9868	0.6686688
147.0109	0.6686862
147.023	0.6686862
147.0451	0.6687471
147.0637	0.6687471
147.0774	0.668759
147.0904	0.668759
147.1085	0.6688024
147.1241	0.6688024
147.1429	0.6688275
147.1631	0.6688275
147.1796	0.6688575
147.1987	0.6688949
147.2089	0.6688949
147.2335	0.6689339
147.2449	0.6689339
147.2631	0.6689576
147.2761	0.6689576
147.297	0.6689762
147.3084	0.6689762
147.3297	0.6690304
147.3432	0.6690304
147.3593	0.6690583
147.3767	0.6690583
147.3925	0.6690978
147.4106	0.6691177
147.4271	0.6691177
147.4445	0.6691436
147.4573	0.6691436
147.4706	0.6691827
147.4929	0.6691827
147.5068	0.6692116
147.525	0.6692116
147.5463	0.6692486
147.5605	0.6692486
147.5807	0.669259
147.5931	0.669259
147.6035	0.6693114
147.6249	0.6693114
147.6391	0.6693422
147.6568	0.6693422
147.6749	0.6693602
147.6939	0.6693845
147.7086	0.6693845
147.7281	0.669418
147.7495	0.669418
147.7621	0.6694543
147.7809	0.6694543
147.7973	0.6694868
147.815	0.6694868
147.8336	0.6695364
147.8473	0.6695364
147.869	0.6695459
147.8801	0.6695459
147.8971	0.6695863
147.9129	0.6696174
147.9287	0.6696174
147.9431	0.6696561
147.965	0.6696561
147.9747	0.6696798
147.9945	0.6696798
148.0084	0.6697085
148.0303	0.6697085
148.0408	0.6697538
148.0596	0.6697538
148.0747	0.6697704
148.0954	0.6697704
148.1068	0.6698111
148.1266	0.6698501
148.1398	0.6698501
148.1619	0.6698713
148.1745	0.6698713
148.1945	0.6699204
148.2094	0.6699204
148.2298	0.669934
148.2426	0.669934
148.2637	0.6699752
148.2761	0.6699752
148.2968	0.6699976
148.3121	0.6699976
148.3319	0.6700284
148.343	0.6700284
148.361	0.6700726
148.3765	0.6701043
148.397	0.6701043
148.4093	0.6701293
148.4286	0.6701293
148.4437	0.6701686
148.4624	0.6701686
148.4763	0.6702076
148.4954	0.6702076
148.5086	0.6702196
148.5284	0.6702196
148.5421	0.6702542
148.5628	0.6702542
148.5756	0.6702938
148.5959	0.6703366
148.6133	0.6703366
148.627	0.6703492
148.6412	0.6703492
148.6617	0.6703944
148.6756	0.6703944
148.6926	0.6704354
148.7066	0.6704354
148.7298	0.6704692
148.7477	0.6704692
148.7626	0.6704719
148.7757	0.6704719
148.7873	0.6705
148.8078	0.6705
148.828	0.6705368
148.8415	0.670587
148.8557	0.670587
148.875	0.6706091
148.8952	0.6706091
148.9097	0.6706426
148.9273	0.6706426
148.9424	0.6706737
148.9666	0.6706737
148.978	0.670692
148.9985	0.670692
149.0106	0.6707364
149.032	0.6707364
149.0464	0.6707419
149.0662	0.6707776
149.0802	0.6707776
149.099	0.6708328
149.1116	0.6708328
149.132	0.6708641
149.1451	0.6708641
149.166	0.6708895
149.1807	0.6708895
149.1998	0.6709233
149.2118	0.6709233
149.2316	0.6709577
149.2463	0.6709577
149.2644	0.6709942
149.2786	0.6709942
149.2972	0.6710289
149.3098	0.6710474
149.3308	0.6710474
149.3445	0.6710845
149.3578	0.6710845
149.3743	0.6710856
149.394	0.6710856
149.4164	0.6711401
149.4276	0.6711401
149.4478	0.6711731
149.4594	0.6711731
149.4804	0.6711931
149.4971	0.6711931
149.5134	0.6712427
149.5295	0.6712767
149.5411	0.6712767
149.5628	0.6712964
149.5756	0.6712964
149.5956	0.6713086
149.6168	0.6713086
149.6286	0.6713537
149.6412	0.6713537
149.6642	0.6713799
149.6819	0.6713799
149.6954	0.6714072
149.7089	0.6714072
149.7292	0.6714641
149.7427	0.6714641
149.7606	0.6714863
149.7764	0.6715201
149.794	0.6715201
149.8098	0.6715451
149.8265	0.6715451
149.8435	0.6715921
149.8566	0.6715921
149.8743	0.6716111
149.8973	0.6716111
149.9106	0.6716526
149.9248	0.6716526
149.9466	0.6716933
149.9601	0.6716933
149.9804	0.6717115
150.0007	0.6717312
150.0128	0.6717312
