T	Rxx_Sept 2024_#2 by Chris
58.901	0.5712273
58.9143	0.5712273
58.9272	0.571278
58.9428	0.571278
58.9635	0.5713025
58.9833	0.5713025
58.9963	0.5713347
59.017	0.5713347
59.0291	0.5713584
59.049	0.5713584
59.0625	0.5713991
59.0824	0.5713991
59.1031	0.5714326
59.1165	0.5714825
59.1296	0.5714825
59.1518	0.5715215
59.1652	0.5715215
59.1853	0.5715584
59.1984	0.5715584
59.2182	0.5715862
59.2249	0.5715862
59.2472	0.5716298
59.26	0.5716298
59.2803	0.5716743
59.3008	0.5716743
59.3137	0.5716985
59.3275	0.5716985
59.3477	0.5717329
59.367	0.5717659
59.3806	0.5717659
59.4008	0.571791
59.4139	0.571791
59.4273	0.571833
59.4496	0.571833
59.4628	0.5718706
59.4828	0.5718706
59.5031	0.571908
59.5167	0.571908
59.5359	0.5719312
59.55	0.5719312
59.5629	0.5719699
59.5835	0.5720138
59.5961	0.5720138
59.6162	0.5720534
59.6263	0.5720534
59.6578	0.5720894
59.6656	0.5720894
59.6842	0.5721226
59.6952	0.5721226
59.7171	0.5721581
59.73	0.5721581
59.7603	0.5721971
59.768	0.5721971
59.7861	0.5722162
59.7958	0.5722659
59.8217	0.5722659
59.8314	0.5723119
59.8586	0.5723119
59.8637	0.5723493
59.8903	0.5723493
59.8994	0.5723842
59.9059	0.5723842
59.9338	0.5724019
59.9454	0.5724019
59.9675	0.5724505
59.9851	0.5724505
59.9974	0.57248
60.0104	0.57248
60.0306	0.5725274
60.0534	0.5725514
60.0664	0.5725514
60.086	0.5725776
60.0951	0.5725776
60.114	0.5726411
60.1323	0.5726411
60.15	0.5726605
60.163	0.5726605
60.182	0.5726963
60.1996	0.5726963
60.2127	0.5727456
60.2357	0.5727456
60.2501	0.5727702
60.2645	0.5728059
60.2829	0.5728059
60.3039	0.57285
60.3124	0.57285
60.3288	0.572885
60.3407	0.572885
60.365	0.5729393
60.3795	0.5729393
60.4005	0.5729493
60.4117	0.5729493
60.4361	0.5730028
60.45	0.5730028
60.4598	0.5730271
60.4843	0.5730271
60.4968	0.5730737
60.5186	0.57311
60.5305	0.57311
60.5457	0.5731214
60.5695	0.5731214
60.5834	0.5731749
60.6	0.5731749
60.6146	0.5732071
60.632	0.5732071
60.6526	0.5732403
60.6639	0.5732403
60.6791	0.5732936
60.6991	0.5732936
60.725	0.5733213
60.7317	0.5733495
60.7483	0.5733495
60.7616	0.573389
60.7843	0.573389
60.7976	0.5734305
60.8203	0.5734305
60.8323	0.573473
60.8576	0.573473
60.8657	0.5735096
60.8857	0.5735096
60.9038	0.5735317
60.9205	0.5735317
60.9298	0.5735745
60.9499	0.5736031
60.9707	0.5736031
60.9801	0.5736465
61.0022	0.5736465
61.0103	0.573674
61.0338	0.573674
61.0485	0.5737221
61.0694	0.5737221
61.0902	0.5737469
61.1003	0.5737469
61.1205	0.573781
61.1286	0.573781
61.1508	0.5738191
61.1596	0.5738191
61.1778	0.5738521
61.2061	0.5738936
61.2176	0.5738936
61.2318	0.573938
61.2459	0.573938
61.2649	0.5739661
61.2771	0.5739661
61.3001	0.573998
61.3116	0.573998
61.3204	0.5740488
61.3427	0.5740488
61.3617	0.5740709
61.3766	0.5740709
61.3966	0.5741074
61.412	0.5741074
61.4328	0.5741472
61.4522	0.5741737
61.4662	0.5741737
61.4794	0.574214
61.4992	0.574214
61.519	0.5742545
61.5324	0.5742545
61.5526	0.5742812
61.5654	0.5742812
61.5857	0.5743365
61.5985	0.5743365
61.6182	0.5743676
61.6315	0.5743676
61.652	0.5744082
61.6646	0.5744082
61.6852	0.5744172
61.6982	0.5744751
61.7179	0.5744751
61.7315	0.5745285
61.7514	0.5745285
61.7647	0.5745515
61.7841	0.5745515
61.7984	0.5745856
61.818	0.5745856
61.8321	0.5746188
61.8518	0.5746444
61.8656	0.5746444
61.8786	0.5746444
61.8982	0.5746957
61.9117	0.5747214
61.9314	0.5747214
61.9523	0.5747762
61.9652	0.5747762
61.9782	0.5748002
61.9987	0.5748002
62.0121	0.5748449
62.0316	0.5748449
62.0451	0.5748686
62.0651	0.5748686
62.0785	0.5749395
62.0983	0.5749395
62.1188	0.5749409
62.131	0.5749409
62.1518	0.5749805
62.1644	0.5750211
62.1869	0.5750211
62.2004	0.5750593
62.2137	0.5750593
62.2342	0.5750977
62.2466	0.5750977
62.2672	0.5751155
62.2871	0.5751155
62.3003	0.5751548
62.314	0.5751548
62.3272	0.5752085
62.3492	0.5752238
62.3699	0.5752238
62.3828	0.5752699
62.396	0.5752699
62.4127	0.575286
62.4324	0.575286
62.4519	0.5753407
62.4653	0.5753407
62.4863	0.5753653
62.498	0.5753653
62.518	0.5754136
62.5312	0.5754136
62.5523	0.5754428
62.5645	0.5754428
62.5844	0.5754763
62.598	0.5754763
62.6179	0.5755304
62.6312	0.5755579
62.6514	0.5755579
62.6646	0.5755895
62.6845	0.5755895
62.6979	0.575623
62.719	0.575623
62.7312	0.5756555
62.7506	0.5756555
62.7652	0.5756907
62.7844	0.5756907
62.7983	0.5757371
62.8185	0.5757744
62.8312	0.5757744
62.851	0.5758189
62.865	0.5758189
62.8763	0.5758388
62.8932	0.5758388
62.9162	0.5758873
62.9325	0.5758873
62.9494	0.5759187
62.9637	0.5759187
62.9786	0.5759583
62.9949	0.5759583
63.0112	0.575994
63.037	0.5760106
63.0486	0.5760106
63.0649	0.5760766
63.0853	0.5760766
63.103	0.5761067
63.1194	0.5761067
63.1371	0.5761479
63.1514	0.5761479
63.1691	0.5761822
63.1882	0.5761822
63.1992	0.576207
63.2087	0.576207
63.2313	0.5762457
63.2559	0.5762457
63.2675	0.5762665
63.286	0.5763106
63.2984	0.5763106
63.3217	0.5763477
63.3251	0.5763477
63.3464	0.5763958
63.3642	0.5763958
63.3841	0.5764225
63.391	0.5764225
63.4171	0.5764636
63.4329	0.5764636
63.446	0.576501
63.4659	0.576501
63.4763	0.5765294
63.4949	0.576573
63.5114	0.576573
63.5307	0.5766137
63.5459	0.5766137
63.5694	0.5766453
63.5804	0.5766453
63.597	0.5766963
63.6233	0.5766963
63.6329	0.5767222
63.6509	0.5767222
63.6662	0.5767606
63.6828	0.5767606
63.6953	0.5767983
63.7195	0.5768155
63.7341	0.5768155
63.7494	0.5768572
63.7633	0.5768572
63.7855	0.576914
63.798	0.576914
63.8175	0.5769257
63.8314	0.5769257
63.853	0.5769671
63.8669	0.5769671
63.8847	0.5770013
63.8973	0.5770013
63.9112	0.5770424
63.9384	0.5770424
63.9531	0.5770863
63.9734	0.5771147
63.979	0.5771147
64.0027	0.5771794
64.016	0.5771794
64.0265	0.5771856
64.0538	0.5771856
64.0601	0.5772347
64.0798	0.5772347
64.0959	0.5772685
64.1134	0.5772685
64.131	0.5773026
64.1485	0.5773026
64.1668	0.57734
64.178	0.57734
64.2012	0.5773878
64.2083	0.5773878
64.2294	0.5773965
64.2505	0.5774335
64.2639	0.5774335
64.2766	0.5774816
64.3041	0.5774816
64.314	0.5775083
64.3366	0.5775083
64.3479	0.5775369
64.3712	0.5775369
64.3882	0.5775901
64.3988	0.5775901
64.4129	0.5776225
64.432	0.5776225
64.4469	0.5776673
64.4668	0.5776673
64.4831	0.5776815
64.4994	0.5777306
64.52	0.5777306
64.5335	0.5777587
64.5512	0.5777587
64.5661	0.5778018
64.5839	0.5778018
64.5953	0.5778446
64.6095	0.5778446
64.6288	0.5778781
64.6487	0.5778781
64.6594	0.577919
64.6779	0.577919
64.7008	0.5779564
64.7186	0.577967
64.7339	0.577967
64.7474	0.5780221
64.7671	0.5780221
64.7805	0.5780783
64.8011	0.5780783
64.8136	0.578104
64.8335	0.578104
64.8472	0.5781471
64.8667	0.5781471
64.8804	0.5781699
64.9004	0.5781699
64.9135	0.5782136
64.9283	0.5782441
64.9484	0.5782441
64.9686	0.5782793
64.9817	0.5782793
65.002	0.5783197
65.0147	0.5783197
65.0349	0.5783576
65.0477	0.5783576
65.0617	0.5783745
65.0822	0.5783745
65.1021	0.5784113
65.1155	0.5784113
65.1349	0.5784558
65.1484	0.5784965
65.1615	0.5784965
65.1816	0.5785171
65.1978	0.5785171
65.2176	0.578578
65.2312	0.578578
65.2503	0.5786064
65.2642	0.5786064
65.2836	0.5786514
65.2968	0.5786514
65.3173	0.5786601
65.3305	0.5786601
65.3508	0.5787095
65.3639	0.5787095
65.377	0.5787556
65.3973	0.5787668
65.4102	0.5787668
65.4306	0.5788192
65.451	0.5788192
65.4633	0.5788639
65.4837	0.5788639
65.4971	0.5788843
65.517	0.5788843
65.5303	0.5789372
65.5508	0.5789372
65.5639	0.578962
65.5836	0.578962
65.5973	0.5790098
65.6168	0.5790417
65.6299	0.5790417
65.6506	0.57906
65.6637	0.57906
65.6836	0.5791172
65.6978	0.5791172
65.7165	0.5791456
65.7236	0.5791456
65.7545	0.5791808
65.768	0.5791808
65.7877	0.5792193
65.8004	0.5792193
65.8137	0.5792708
65.8325	0.5792708
65.8463	0.5792766
65.8657	0.5793223
65.8785	0.5793223
65.8982	0.5793614
65.9115	0.5793614
65.9269	0.5793911
65.9477	0.5793911
65.9602	0.5794443
65.981	0.5794443
65.9939	0.5794795
66.0135	0.5794795
66.0277	0.579507
66.0472	0.579507
66.0671	0.5795291
66.0811	0.579573
66.0935	0.579573
66.1146	0.5796087
66.1284	0.5796087
66.1477	0.5796491
66.1613	0.5796491
66.1813	0.5796729
66.194	0.5796729
66.2105	0.5797285
66.2303	0.5797285
66.2502	0.5797492
66.2637	0.5797492
66.2704	0.5797877
66.2971	0.5797877
66.3114	0.5798302
66.332	0.5798801
66.3442	0.5798801
66.3649	0.5799049
66.3841	0.5799049
66.3963	0.5799464
66.4092	0.5799464
66.4292	0.5799734
66.4485	0.5799734
66.4657	0.5800179
66.4829	0.5800179
66.5001	0.5800511
66.5194	0.5800953
66.5323	0.5800953
66.5496	0.5800953
66.5661	0.5801311
66.5826	0.5801534
66.5862	0.5801534
66.6171	0.5801875
66.6236	0.5801875
66.6444	0.5802401
66.6718	0.5802401
66.6812	0.5802685
66.7035	0.5802685
66.7129	0.5803121
66.7288	0.5803121
66.7482	0.5803432
66.7576	0.5803432
66.7793	0.5803981
66.8002	0.5803972
66.8154	0.5803972
66.8328	0.5804712
66.8465	0.5804712
66.8661	0.5804867
66.8784	0.5804867
66.9052	0.5805421
66.9147	0.5805421
66.9371	0.5805726
66.948	0.5805726
66.9618	0.580589
66.9807	0.580589
67.0033	0.5806397
67.0207	0.5806569
67.0243	0.5806569
67.0462	0.5806973
67.0709	0.5806973
67.0811	0.5807461
67.1096	0.5807461
67.1088	0.5807671
67.1358	0.5807671
67.1431	0.5808206
67.1628	0.5808206
67.1826	0.5808511
67.1987	0.5808511
67.2206	0.5808849
67.2301	0.5808849
67.2513	0.5809179
67.2674	0.5809621
67.2733	0.5809621
67.3053	0.5809897
67.3185	0.5809897
67.331	0.581021
67.3427	0.581021
67.364	0.581051
67.3794	0.581051
67.3971	0.5810998
67.4162	0.5810998
67.428	0.581153
67.4501	0.5811681
67.4633	0.5811681
67.4803	0.5811681
67.4987	0.581215
67.512	0.581255
67.5311	0.581255
67.5526	0.5813012
67.5658	0.5813012
67.5755	0.5813164
67.5932	0.5813164
67.6154	0.5813429
67.6376	0.5813429
67.6457	0.5813919
67.6672	0.5813919
67.6798	0.5814279
67.6887	0.5814279
67.7072	0.5814582
67.725	0.5815158
67.7503	0.5815158
67.7659	0.5815321
67.7844	0.5815321
67.7978	0.5815698
67.8157	0.5815698
67.835	0.5816181
67.8492	0.5816181
67.87	0.5816391
67.879	0.5816391
67.8969	0.5816854
67.9192	0.5817214
67.9259	0.5817214
67.9498	0.581764
67.967	0.581764
67.9812	0.5818081
67.9894	0.5818081
68.0164	0.5818275
68.0351	0.5818275
68.0463	0.5818619
68.062	0.5818619
68.08	0.581914
68.098	0.581914
68.1145	0.5819175
68.1355	0.5819644
68.1498	0.5819644
68.1641	0.5820163
68.1768	0.5820163
68.1971	0.5820574
68.2039	0.5820574
68.2242	0.5820785
68.246	0.5820785
68.2639	0.5821174
68.2845	0.5821174
68.2964	0.5821565
68.3164	0.5821565
68.3306	0.582199
68.3499	0.582199
68.3642	0.5822312
68.3776	0.5822312
68.3974	0.5822759
68.417	0.5822988
68.4311	0.5822988
68.4501	0.5823452
68.464	0.5823452
68.4778	0.5823826
68.4978	0.5823826
68.5177	0.5824033
68.5313	0.5824033
68.5438	0.5824658
68.5642	0.5824658
68.5776	0.5824813
68.598	0.5824813
68.6126	0.5825301
68.6257	0.5825301
68.6465	0.5825506
68.6598	0.5826046
68.6818	0.5826046
68.6953	0.5826297
68.7152	0.5826297
68.7288	0.582687
68.7487	0.582687
68.7619	0.5826818
68.7812	0.5826818
68.7949	0.5827436
68.8153	0.5827436
68.8289	0.5827633
68.8486	0.5828146
68.8622	0.5828146
68.8812	0.5828421
68.8948	0.5828421
68.9151	0.5828776
68.9284	0.5828776
68.9478	0.5829125
68.9616	0.5829125
68.9816	0.5829455
68.9951	0.5829455
69.0143	0.5829943
69.028	0.5829943
69.0482	0.5830415
69.0614	0.5830415
69.0812	0.5830653
69.0946	0.5830653
69.1148	0.5831212
69.1282	0.5831449
69.1485	0.5831449
69.1612	0.5831921
69.1816	0.5831921
69.1947	0.5832095
69.2144	0.5832095
69.2301	0.5832368
69.2433	0.5832368
69.2658	0.583293
69.2802	0.583293
69.2992	0.5833281
69.3127	0.5833281
69.3329	0.5833617
69.346	0.5833846
69.3655	0.5833846
69.3794	0.5834466
69.3991	0.5834466
69.4121	0.5834558
69.4318	0.5834558
69.4454	0.5834869
69.466	0.5834869
69.4784	0.5835434
69.4988	0.5835434
69.5119	0.5835723
69.5316	0.5836034
69.5454	0.5836034
69.5655	0.5836481
69.5784	0.5836481
69.599	0.5836743
69.612	0.5836743
69.6321	0.5837384
69.645	0.5837384
69.6649	0.5837531
69.6789	0.5837531
69.6947	0.5837746
69.7146	0.5837746
69.7278	0.5838308
69.7409	0.5838308
69.7607	0.5838696
69.7803	0.5838696
69.7945	0.5839129
69.8145	0.5839323
69.8272	0.5839323
69.8477	0.5839721
69.8677	0.5839721
69.8747	0.5840089
69.8973	0.5840089
69.9116	0.5840384
69.9281	0.5840384
69.9416	0.5840787
69.9649	0.5840787
69.9754	0.5841156
70.0018	0.5841156
70.0131	0.5841431
70.0251	0.5841892
70.0409	0.5841892
70.0658	0.5842386
70.0726	0.5842386
70.0945	0.5842555
70.1118	0.5842555
70.1307	0.584295
70.142	0.584295
70.1602	0.5843234
70.1821	0.5843234
70.1942	0.5843774
70.2086	0.5843774
70.2215	0.5844069
70.2427	0.5844069
70.2669	0.5844374
70.2813	0.5844374
70.2965	0.5844843
70.3124	0.5845173
70.3337	0.5845173
70.342	0.5845624
70.3626	0.5845624
70.3778	0.5845779
70.4021	0.5845779
70.4158	0.5846292
70.4371	0.5846292
70.4508	0.5846614
70.4608	0.5846614
70.4768	0.5846848
70.4966	0.584732
70.5134	0.584732
70.5256	0.5847784
70.5424	0.5847784
70.5561	0.5848045
70.5791	0.5848045
70.5905	0.5848421
70.6181	0.5848421
70.6388	0.5848814
70.6433	0.5848814
70.6648	0.5849218
70.6694	0.5849218
70.6955	0.5849423
70.7116	0.5849996
70.7315	0.5849996
70.7453	0.5849996
70.7622	0.5850162
70.7815	0.5850645
70.7953	0.5850645
70.8161	0.5850931
70.8253	0.5850931
70.8476	0.5851387
70.8638	0.5851387
70.8769	0.5851812
70.8901	0.5851812
70.9086	0.5851978
70.9286	0.5851978
70.9449	0.5852475
70.968	0.5852794
70.9804	0.5852794
70.9989	0.5853129
71.0075	0.5853129
71.0291	0.5853424
71.0523	0.5853424
71.0655	0.5853781
71.0856	0.5853781
71.0965	0.5854207
71.1097	0.5854207
71.1252	0.5854518
71.1423	0.5854518
71.1593	0.5854785
71.1803	0.5854785
71.1997	0.5855368
71.2122	0.5855647
71.2246	0.5855647
71.248	0.5855835
71.2604	0.5855835
71.2807	0.5856618
71.2963	0.5856618
71.3126	0.5856653
71.3298	0.5856653
71.3454	0.585728
71.3602	0.585728
71.3798	0.5857485
71.3962	0.5857485
71.4102	0.5857853
71.4329	0.5858219
71.4462	0.5858219
71.4517	0.5858636
71.476	0.5858636
71.4948	0.5859013
71.5214	0.5859013
71.5285	0.5859258
71.5449	0.5859258
71.5575	0.5859811
71.5795	0.5859811
71.5967	0.5859915
71.618	0.5859915
71.625	0.5860311
71.6455	0.5860311
71.662	0.5860799
71.6841	0.5861162
71.6888	0.5861162
71.7195	0.5861424
71.7211	0.5861424
71.7384	0.5861784
71.7621	0.5861784
71.7818	0.5862231
71.7929	0.5862231
71.8126	0.5862582
71.8277	0.5862582
71.8522	0.5863016
71.8577	0.5863016
71.8886	0.5863264
71.8838	0.5863264
71.9178	0.5863567
71.9337	0.5864047
71.9432	0.5864047
71.9694	0.5864462
71.9781	0.5864462
71.9911	0.5864854
72.0111	0.5864854
72.0309	0.5865223
72.044	0.5865223
72.0567	0.5865394
72.0771	0.5865394
72.0908	0.5865837
72.1114	0.5865837
72.1306	0.5866161
72.1439	0.5866532
72.1648	0.5866532
72.1776	0.5867069
72.1976	0.5867069
72.2116	0.5867383
72.231	0.5867383
72.2381	0.5867786
72.2603	0.5867786
72.2808	0.5867928
72.294	0.5867928
72.3142	0.5868332
72.3276	0.5868332
72.3472	0.5868785
72.3603	0.5868785
72.3806	0.5869069
72.3913	0.5869499
72.4098	0.5869499
72.4229	0.5869789
72.4444	0.5869789
72.4576	0.5870228
72.4805	0.5870228
72.4954	0.587046
72.5149	0.587046
72.5289	0.5870942
72.5494	0.5870942
72.5645	0.5871308
72.5772	0.5871308
72.5978	0.5871632
72.6179	0.5871971
72.6308	0.5871971
72.6443	0.587235
72.6649	0.587235
72.684	0.5872601
72.7	0.5872601
72.7126	0.5873154
72.7258	0.5873154
72.7455	0.587355
72.759	0.587355
72.7781	0.5873899
72.7917	0.5873899
72.8109	0.5874234
72.8305	0.5874439
72.8449	0.5874439
72.8575	0.5874801
72.8771	0.5874801
72.897	0.5875306
72.9105	0.5875306
72.9234	0.5875729
72.9441	0.5875729
72.9634	0.5876067
72.9715	0.5876067
72.9936	0.5876329
73.0061	0.5876329
73.0263	0.5876642
73.0461	0.5876642
73.0598	0.587715
73.079	0.5877461
73.093	0.5877461
73.1141	0.5877622
73.1265	0.5877622
73.1469	0.5878214
73.1598	0.5878214
73.1796	0.5878516
73.1928	0.5878516
73.2136	0.5878751
73.2272	0.5878751
73.2466	0.5879313
73.2626	0.5879651
73.2757	0.5879651
73.2957	0.5879651
73.315	0.5879979
73.3281	0.5880314
73.3402	0.5880314
73.3617	0.5880734
73.382	0.5880734
73.3951	0.5881012
73.4156	0.5881012
73.4279	0.5881419
73.4487	0.5881419
73.4618	0.588182
73.4817	0.588182
73.4948	0.5882182
73.5152	0.5882466
73.5283	0.5882466
73.548	0.588276
73.5615	0.588276
73.5817	0.5883191
73.5951	0.5883191
73.6146	0.5883546
73.6281	0.5883546
73.6477	0.5884026
73.6617	0.5884026
73.6744	0.5884097
73.6877	0.5884097
73.718	0.5884678
73.7235	0.5884678
73.748	0.5885128
73.7623	0.5885128
73.7773	0.5885242
73.7947	0.5885733
73.8145	0.5885733
73.8287	0.5886022
73.843	0.5886022
73.862	0.5886379
73.8739	0.5886379
73.8921	0.5886737
73.9088	0.5886737
73.9215	0.5887192
73.9437	0.5887192
73.9628	0.5887558
73.9755	0.5887948
73.9906	0.5887948
74.0018	0.5887948
74.0248	0.5888278
74.0392	0.5888608
74.0543	0.5888608
74.0766	0.5889063
74.0902	0.5889063
74.1085	0.5889369
74.1181	0.5889369
74.1476	0.5889628
74.158	0.5889628
74.1732	0.5889903
74.1908	0.5889903
74.21	0.5890414
74.2235	0.5890667
74.2404	0.5890667
74.2652	0.5891092
74.2724	0.5891092
74.2932	0.5891567
74.3101	0.5891567
74.3293	0.5891957
74.3413	0.5891957
74.3558	0.5892129
74.3718	0.5892129
74.3879	0.5892617
74.4072	0.5892617
74.4184	0.589301
74.4377	0.589301
74.4595	0.589319
74.4852	0.5893643
74.486	0.5893643
74.5013	0.5893897
74.5295	0.5893897
74.5433	0.5894382
74.5602	0.5894382
74.5699	0.5894734
74.5901	0.5894734
74.6038	0.5894879
74.6369	0.5894879
74.6434	0.5895331
74.6612	0.5895331
74.6774	0.5895907
74.6919	0.5895907
74.7161	0.5896212
74.7226	0.5896512
74.7453	0.5896512
74.7575	0.5896937
74.7672	0.5896937
74.7883	0.5897311
74.8135	0.5897311
74.8256	0.5897677
74.8427	0.5897677
74.8565	0.5897941
74.872	0.5897941
74.8882	0.5898555
74.9118	0.5898776
74.9346	0.5898776
74.9477	0.5899076
74.9615	0.5899076
74.9721	0.5899299
74.9876	0.5899299
75.0072	0.5899851
75.0292	0.5899851
75.0488	0.5900145
75.0619	0.5900145
75.0807	0.5900467
75.0913	0.5900467
75.1077	0.5900775
75.1216	0.5900775
75.1421	0.5901217
75.1502	0.5901217
75.1756	0.5901618
75.1953	0.5901932
75.2068	0.5901932
75.224	0.5902179
75.2421	0.5902179
75.2536	0.5902802
75.2782	0.5902802
75.2905	0.590302
75.3136	0.590302
75.3275	0.5903394
75.3481	0.5903394
75.3596	0.5903704
75.3777	0.5903704
75.3942	0.590413
75.4165	0.5904446
75.428	0.5904446
75.4429	0.5904853
75.461	0.5904853
75.4726	0.5905229
75.4907	0.5905229
75.5172	0.5905548
75.523	0.5905548
75.5494	0.5906042
75.561	0.5906042
75.5751	0.5906429
75.5925	0.5906429
75.6066	0.5906811
75.6239	0.5906988
75.643	0.5906988
75.6671	0.590758
75.6778	0.590758
75.6961	0.5907798
75.7011	0.5907798
75.7225	0.5908044
75.7466	0.5908044
75.7541	0.5908431
75.7757	0.5908431
75.784	0.590878
75.8048	0.590878
75.8215	0.5909361
75.8407	0.5909361
75.8581	0.5909658
75.874	0.5909795
75.8873	0.5909795
75.9067	0.5910128
75.9278	0.5910128
75.9401	0.5910665
75.9604	0.5910665
75.9735	0.5911028
75.9938	0.5911028
76.0061	0.591136
76.0266	0.591136
76.0397	0.5911677
76.0603	0.5911677
76.0728	0.5912124
76.0927	0.591229
76.1066	0.591229
76.1263	0.5912686
76.1389	0.5912686
76.1587	0.5913223
76.1789	0.5913223
76.1927	0.5913619
76.2129	0.5913619
76.2258	0.5913842
76.2394	0.5913842
76.259	0.5914273
76.2743	0.5914273
76.289	0.5914739
76.3078	0.5914919
76.3219	0.5914919
76.342	0.5915348
76.3547	0.5915348
76.3749	0.5915626
76.3947	0.5915626
76.4081	0.5916049
76.4283	0.5916049
76.4419	0.59163
76.4609	0.59163
76.4755	0.5916831
76.4946	0.5916831
76.5083	0.5917055
76.5292	0.5917055
76.5416	0.591747
76.5615	0.5917849
76.5753	0.5917849
76.5903	0.5918318
76.6032	0.5918318
76.6233	0.5918536
76.6435	0.5918536
76.6573	0.5919123
76.6762	0.5919123
76.69	0.5919433
76.7104	0.5919433
76.7235	0.59196
76.7433	0.59196
76.7571	0.5919921
76.7765	0.5919921
76.7903	0.5920503
76.8096	0.5920819
76.824	0.5920819
76.8428	0.5921332
76.8569	0.5921332
76.8765	0.5921476
76.8897	0.5921476
76.9133	0.5922008
76.9284	0.5922008
76.942	0.5922278
76.9543	0.5922278
76.9757	0.5922595
76.9884	0.5922595
77.0086	0.5922955
77.028	0.5923257
77.0408	0.5923257
77.0608	0.5923661
77.075	0.5923661
77.0951	0.5924054
77.1076	0.5924054
77.1263	0.5924201
77.1407	0.5924201
77.1614	0.5924766
77.1743	0.5924766
77.1944	0.5924826
77.2069	0.5924826
77.2267	0.5925622
77.2407	0.5925622
77.2611	0.5925783
77.2742	0.5925783
77.2903	0.5926181
77.3099	0.592652
77.3225	0.592652
77.3429	0.592683
77.3567	0.592683
77.3766	0.5927242
77.3908	0.5927242
77.4098	0.5927763
77.4234	0.5927763
77.4448	0.5928047
77.4565	0.5928047
77.4765	0.5928306
77.4905	0.5928306
77.5099	0.5928644
77.5231	0.5929105
77.543	0.5929105
77.5563	0.5929509
77.5706	0.5929509
77.5893	0.5929809
77.609	0.5929809
77.6294	0.5930087
77.6431	0.5930087
77.6571	0.5930526
77.6767	0.5930526
77.6899	0.593096
77.6961	0.593096
77.7284	0.5931371
77.7425	0.5931505
77.755	0.5931505
77.7824	0.593186
77.7941	0.593186
77.8049	0.5932294
77.8249	0.5932294
77.8449	0.5932806
77.8599	0.5932806
77.8758	0.5932984
77.8916	0.5932984
77.9083	0.5933474
77.9242	0.5933474
77.9409	0.5933769
77.9618	0.5934023
77.9744	0.5934023
77.9919	0.5934438
78.0112	0.5934438
78.0271	0.5934819
78.0363	0.5934819
78.0597	0.5935269
78.0782	0.5935269
78.1	0.5935561
78.1151	0.5935561
78.1319	0.5935842
78.1352	0.5935842
78.1579	0.5936341
78.1655	0.5936341
78.1873	0.5936589
78.2058	0.593684
78.2235	0.593684
78.2403	0.5937268
78.2664	0.5937268
78.2791	0.5937661
78.2867	0.5937661
78.3077	0.5938185
78.3212	0.5938185
78.3398	0.5938378
78.355	0.5938378
78.371	0.593879
78.3938	0.593879
78.4107	0.5939189
78.4209	0.5939189
78.4428	0.5939388
78.4521	0.5939881
78.4742	0.5939881
78.486	0.5940214
78.5106	0.5940214
78.5148	0.5940667
78.547	0.5940667
78.5606	0.5941084
78.5682	0.5941084
78.5945	0.5941191
78.6064	0.5941191
78.6192	0.5941788
78.6429	0.5941788
78.6583	0.594223
78.6795	0.5942562
78.6923	0.5942562
78.7119	0.5942903
78.7226	0.5942903
78.7328	0.5943255
78.7575	0.5943255
78.772	0.59438
78.7882	0.59438
78.8019	0.5944049
78.8207	0.5944049
78.8377	0.5944278
78.8574	0.5944278
78.8693	0.5944512
78.8976	0.5944982
78.9027	0.5944982
78.9249	0.5945339
78.9326	0.5945339
78.96	0.594568
78.972	0.594568
78.9883	0.594616
79.0037	0.594616
79.0269	0.594643
79.0466	0.594643
79.0603	0.5946659
79.0724	0.5946659
79.0895	0.5947081
79.0981	0.5947081
79.1299	0.5947524
79.1437	0.5947524
79.1549	0.5947731
79.179	0.5948113
79.2014	0.5948113
79.2117	0.5948519
79.2186	0.5948519
79.2436	0.5948879
79.2574	0.5948879
79.2729	0.5949212
79.2893	0.5949212
79.3031	0.5949602
79.3213	0.5949602
79.3377	0.5950101
79.3567	0.5950101
79.3774	0.5950447
79.393	0.5950775
79.4086	0.5950775
79.425	0.595102
79.4458	0.595102
79.4545	0.5951318
79.4753	0.5951318
79.4883	0.5951787
79.5057	0.5951787
79.5274	0.5952245
79.5534	0.5952245
79.5647	0.5952485
79.5664	0.5952485
79.5803	0.5952774
79.609	0.5953177
79.6221	0.5953177
79.6403	0.5953485
79.6569	0.5953485
79.6734	0.595381
79.69	0.595381
79.7126	0.5954296
79.724	0.5954296
79.7414	0.5954421
79.758	0.5954421
79.7772	0.5955068
79.7886	0.5955068
79.8122	0.5955411
79.8235	0.5955821
79.8498	0.5955821
79.8524	0.5956153
79.8778	0.5956153
79.8883	0.5956363
79.8996	0.5956363
79.9102	0.5956832
79.9381	0.5956832
79.9512	0.5957214
79.9723	0.5957214
79.988	0.5957667
80.0038	0.5957667
80.0215	0.5957972
80.0414	0.595821
80.0546	0.595821
80.0742	0.5958689
80.089	0.5958689
80.1076	0.5958995
80.1214	0.5958995
80.1418	0.5959541
80.1552	0.5959541
80.1759	0.5959489
80.1891	0.5959489
80.2092	0.5960001
80.2225	0.5960001
80.2421	0.5960446
80.2559	0.5960446
80.2752	0.596097
80.2891	0.596097
80.3048	0.596115
80.3247	0.5961505
80.344	0.5961505
80.3577	0.596181
80.3718	0.596181
80.3915	0.596208
80.4116	0.596208
80.4243	0.5962568
80.4447	0.5962568
80.4576	0.5962964
80.4707	0.5962964
80.4909	0.5963286
